title,company_name,location,via,date_time,salary_standardized,description_tokens
Data Analyst (Managed Services Consultant),"DB&A - DeWolff, Boberg & Associates, Inc","Oklahoma City, OK",via LinkedIn,2023-02-21 04:00:32.713429,,"resource management, time management, communication, excel, presentation skills"
Partnerships Senior Analyst (Data Governance),UNOPS,"Home, KS",via LinkedIn,2023-02-22 04:00:40.655639,,negotiation
SEO Senior Data Analyst DDaT,"Foreign, Commonwealth and Development Office",United States,via LinkedIn,2023-03-24 03:00:38.840776,,"power bi, initiative, sharepoint, r, go, dax, collaboration"
Inventory Analyst,T.D. Williamson,"Tulsa, OK",via LinkedIn,2023-03-24 03:01:30.594112,,"communication, excel, word"
Marketing Data Analyst,MidFirst Bank,"Oklahoma City, OK",via LinkedIn,2023-03-25 03:00:48.797141,,"excel, sql, problem solving"
Data Analyst/Engineer - Data Analyst III,Diaconia,United States,via LinkedIn,2023-04-08 03:00:18.806063,,"julia, java, r, python, scala, mongodb, c++, machine learning, sql, javascript, unix/linux, c, nosql, tensorflow"
Data Governance Analyst,Honeywell,"Overland Park, KS",via LinkedIn,2023-04-21 03:00:20.481762,,integrity
Data Governance Analyst,Honeywell,"Overland Park, KS",via LinkedIn,2023-04-21 03:00:24.017942,,integrity
Data Analyst,ecocareers,"Oklahoma City, OK",via LinkedIn,2023-04-23 03:00:11.663419,,"word, spreadsheet"
Data Scientist II,Honeywell,"Overland Park, KS",via LinkedIn,2023-04-27 03:00:36.193514,,"communication, microstrategy, machine learning, spark, tableau, r, sql, hadoop, integrity, python"
Technical Administrator (Data Analyst 1),ecocareers,United States,via LinkedIn,2023-05-03 03:00:45.250185,,initiative
Healthcare Data Analyst (HEDIS),SpectraMedix,United States,via LinkedIn,2023-05-10 03:00:55.399145,,"communication, python, tableau, sql"
Master Data Analyst - Safety,Bunzl Distribution NA,United States,via LinkedIn,2022-11-19 04:00:59.448264,,"communication, initiative, creativity, integrity, flexibility"
Power Analyst,L.Knighton,United States,via LinkedIn,2023-03-02 04:00:34.317756,,"python, machine learning, sql"
"Data Analyst II, Healthcare Economics - St. Louis (MO).",Babylon,United States,via LinkedIn,2023-04-20 03:00:30.231140,,"communication, excel, sql"
"Data Analyst II, Healthcare Economics - St. Louis (MO).",Babylon,United States,via LinkedIn,2023-05-12 03:00:51.568272,,"communication, excel, sql"
Healthcare Data Analyst,Gainwell Technologies,United States,via LinkedIn,2022-11-13 04:00:19.937760,,"communication, sql, collaboration, flexibility"
Professional Data Analyst,Gainwell Technologies,United States,via LinkedIn,2022-11-24 04:00:24.653011,,"communication, collaboration, flexibility"
Data and Reporting Analyst,Americo Financial Life and Annuity,"Kansas City, MO",via LinkedIn,2022-12-08 04:00:40.702896,,"time management, communication, tableau, ssrs, excel"
Data Analyst UM Evaluations,Gainwell Technologies,United States,via LinkedIn,2022-12-22 04:00:50.612246,,"sql, collaboration, flexibility"
Data and Reporting Analyst,Americo Financial Life and Annuity,"Kansas City, MO",via LinkedIn,2022-12-29 04:00:30.382072,,"time management, communication, tableau, ssrs, excel"
Data Integration Analyst,Gainwell Technologies,United States,via LinkedIn,2023-04-02 03:00:36.826779,,"communication, ssis, sql, collaboration, flexibility"
Business Analyst ( Marketing Data Communications ),"ICS, A Korn Ferry company",United States,via LinkedIn,2022-12-17 04:00:18.936981,,"visio, collaboration, sharepoint"
Associate Research/Data Analyst - Postsecondary Education Research,State of Missouri,"Jefferson City, MO",via LinkedIn,2023-05-03 03:01:02.186789,,"r, sas, tableau, teamwork, excel, accountability, collaboration"
Client Data Program Analyst,Early Warning®,"San Francisco, CA",via LinkedIn,2022-12-03 04:00:12.197757,,"communication, word, sas, tableau, r, excel, outlook, integrity, python, collaboration, flexibility, powerpoint"
"Analyst, Market Intelligence and Insights","IMA Financial Group, Inc.",United States,via LinkedIn,2022-12-11 04:00:42.379969,,"teamwork, excel"
Business Information Analyst Senior,Elevance Health,United States,via LinkedIn,2022-12-29 00:19:22.170852,,problem solving
Sr. Business Data Analyst-State Tax,Koch Industries,"Wichita, KS",via LinkedIn,2023-02-02 04:00:46.544375,,"communication, power bi, tableau, alteryx, flexibility"
Data Analyst,SDG Group USA,United States,via LinkedIn,2023-02-24 04:00:24.743456,,"communication, sql, python, collaboration"
Technology Innovation & Analytics Data Analyst,Aon,United States,via LinkedIn,2023-03-02 04:00:35.388251,,"power bi, machine learning, word, vba, tableau, sharepoint, excel, outlook, python, flexibility"
Data Engineer,Cloudflare,"Kansas City, MO",via LinkedIn,2023-03-05 04:00:22.742930,,"golang, machine learning, data lake, spark, initiative, scala, airflow, graphql, integrity, docker, python"
Technology Innovation & Analytics Data Analyst,Aon,United States,via LinkedIn,2023-03-10 04:00:29.318099,,"power bi, machine learning, word, vba, tableau, sharepoint, excel, outlook, python, flexibility"
Analyst Data Management,Tyson Foods,"Springdale, AR",via LinkedIn,2023-05-01 03:00:12.321471,,"communication, critical thinking, r"
"Analyst, Developer DW/BI",American Fidelity,"Oklahoma City, OK",via LinkedIn,2022-12-07 04:00:24.034134,,"aws, communication, python, azure, ruby, tableau, power bi, bash, powershell, git, qlik, jupyter, sql, hadoop, javascript, perl, redshift, nosql"
Business Data Analyst,Insight Global,United States,via LinkedIn,2023-01-12 04:00:20.360454,,sql
Sr. Data/ETL Informatica with BigID,Genpact,United States,via LinkedIn,2023-02-07 04:00:39.772365,,"github, azure, mongodb, sql, integrity"
Sr. Data/ETL Informatica with BigID,Genpact,United States,via LinkedIn,2023-02-07 04:00:45.866189,,"github, azure, mongodb, sql, integrity"
Audit Sr. Data Analyst,American Fidelity,"Oklahoma City, OK",via LinkedIn,2023-02-10 04:00:24.418438,,"r, conflict resolution, communication, python, interpersonal skills, power bi, excel, word, qlik, sql, integrity, critical thinking, spreadsheet"
Senior Data Analyst,Customers Bank,United States,via LinkedIn,2023-02-19 04:00:49.018587,,"microstrategy, snowflake, sql, creativity, integrity"
Senior Data Analyst,Gainwell Technologies,United States,via LinkedIn,2023-05-11 03:00:30.130193,,"communication, sql"
Lead Healthcare Data Modeler,Perficient,Missouri,via LinkedIn,2023-01-01 04:00:26.748286,,"time management, communication, sql, redshift, collaboration, jira"
"Web Analytics Manager, Omnichannel Marketing",OReilly Auto Parts,"Springfield, MO",via LinkedIn,2023-02-25 04:00:44.037444,,teamwork
"Web Analytics Manager, Omnichannel Marketing",OReilly Auto Parts,"Springfield, MO",via LinkedIn,2023-02-25 04:00:45.776127,,teamwork
Returns Analyst,OReilly Auto Parts,"Springfield, MO",via LinkedIn,2023-03-12 04:00:46.358054,,"communication, html, excel, word"
Senior Growth Analyst,Amplitude,United States,via LinkedIn,2022-12-16 04:00:47.027838,,"initiative, airflow, sql, empathy, python, data lakes, atlassian"
Legal Data Analyst,Trustpoint.One,United States,via LinkedIn,2023-04-18 03:00:27.914411,,"interpersonal skills, excel"
Data Analyst I,Oracle,"Kansas City, KS",via LinkedIn,2022-12-09 04:00:36.416389,,"communication, problem solving, power bi, tableau, go, integrity, spreadsheet, flexibility"
"Data Product Analyst - Tableau, Alteryx, Talend",EVERSANA,United States,via LinkedIn,2022-11-10 04:00:22.433615,,"alteryx, tableau"
"Data Product Analyst - Tableau, Alteryx, Talend",EVERSANA,United States,via LinkedIn,2022-11-19 04:01:00.729432,,"alteryx, tableau"
"Data Product Analyst - Tableau, Alteryx, Talend",EVERSANA,United States,via LinkedIn,2022-11-22 04:00:22.795451,,"alteryx, tableau"
Project Manager - Customer Data Analytics,EVERSANA,United States,via LinkedIn,2022-12-14 04:00:45.967007,,go
Project Manager - Customer Data Analytics,EVERSANA,United States,via LinkedIn,2022-12-15 04:00:42.215081,,go
SAP S4 HANA BRIM Analyst,Applicantz,Anywhere,via LinkedIn,2023-04-25 03:00:49.071083,236683.2,"creativity, integrity, sap"
Data Analyst / Underwriter,Bar Down Investments LLC,Anywhere,via LinkedIn,2022-11-06 05:00:13.094647,,"communication, excel, presentation skills"
"Sr. Data Analyst ( Azure, Data Lake, HDFS, Kafka Experience...","Zillion Technologies, Inc.",Anywhere,via LinkedIn,2022-11-08 06:00:32.391461,,"java, communication, azure, python, scala, sql, hadoop, data lake, spark"
Data Quality Analyst,Employvision Inc.,Anywhere,via LinkedIn,2022-11-08 06:00:36.145890,,"tableau, sql"
Data Governance Specialist,NextShift,Anywhere,via LinkedIn,2022-11-08 06:00:38.573547,,"communication, interpersonal skills, go, excel, word, outlook, integrity, powerpoint"
eDiscovery Analyst,Level Legal,Anywhere,via LinkedIn,2022-11-11 04:00:24.726544,,"communication, go, sql"
"Data Analyst, Applied ML",Decide,Anywhere,via LinkedIn,2022-11-15 04:01:07.264897,,"r, python, machine learning, decision making"
Consumer Goods Data Analyst,Salient Management Company,Anywhere,via LinkedIn,2022-11-16 04:00:30.031546,,"html, excel, javascript, critical thinking, problem solving, css"
Data De-Identification Data Analyst Senior Associate,PwC,Anywhere,via LinkedIn,2022-11-17 04:00:25.678888,,"communication, excel, python"
Data Deidentification Data Analysis Manager,PwC,Anywhere,via LinkedIn,2022-11-19 04:01:00.729432,,"communication, azure, conflict resolution"
Business Intelligence Analyst / Qlikview,Dice,Anywhere,via LinkedIn,2022-11-08 06:00:43.389844,,"html, jquery, sql, javascript, css"
Data Analyst (Remote Eligible),Talentify.io,Anywhere,via LinkedIn,2022-11-06 05:00:13.094647,,"communication, machine learning, problem solving, r, teamwork, sql, accountability, integrity, python, flexibility"
"Senior Data Analyst [Remote or San Diego, CA]",Talentify.io,Anywhere,via LinkedIn,2022-12-02 04:00:14.007241,,"time management, communication, power bi, word, numpy, tableau, mysql, teamwork, excel, sql, pandas, outlook, python, powerpoint"
"Data Analyst, Columbia College Global (Remote)",Talentify.io,Anywhere,via LinkedIn,2022-12-03 04:00:16.955239,,"communication, teamwork, integrity"
REMOTE: Lead Data Analytics,Atrilogy Solutions Group,Anywhere,via LinkedIn,2022-12-03 04:01:06.435962,,"time management, communication, word, critical thinking, accountability, collaboration"
Senior Data Analyst/Strategy Advisor-Remote-2350,Talentify.io,Anywhere,via LinkedIn,2022-12-05 04:00:28.030275,,
Senior Clinical Research Data Analyst - Engineer,Boston Medical Center (BMC),Anywhere,via LinkedIn,2022-12-05 04:00:33.850084,,"communication, sas, tableau, critical thinking, r, sql, decision making"
Data Analyst - Sales Commissions,Labcorp,Anywhere,via LinkedIn,2022-12-07 04:00:11.233766,,"vba, communication, go, excel, word, sql, outlook, sap"
Data Analyst - HRP,HealthEdge,Anywhere,via LinkedIn,2022-12-10 04:00:36.032518,,"spark, go, sql, hadoop, python, git, nosql"
Data Deidentification Data Analysis Manager,PwC,Anywhere,via LinkedIn,2022-12-10 04:00:41.295744,,"communication, azure, conflict resolution"
Data Analyst,QuinStreet,Anywhere,via LinkedIn,2022-12-11 04:00:21.329651,,"r, python, interpersonal skills, tableau, excel, motivation, sql"
Senior Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,2022-12-15 04:00:19.592237,,"communication, critical thinking, spreadsheet, flexibility"
Remote Senior Data Analyst (Power BI) - MB,Talentify.io,Anywhere,via LinkedIn,2022-12-15 04:00:21.595705,,"interpersonal skills, power bi, teamwork, dax"
Submission for the position: Supply Chain Data Analyst (remote) ...,Talentify.io,Anywhere,via LinkedIn,2022-12-17 04:00:15.823837,,"communication, teamwork, excel, problem solving"
PROJECT MANAGER / DATA ANALYST (FULLY REMOTE),Talentify.io,Anywhere,via LinkedIn,2022-12-18 04:00:07.955049,,"communication, tableau, excel, qlik, sql, powerpoint"
Product Information Management (PIM) Data Analyst,Specialty Product Technologies,Anywhere,via LinkedIn,2022-12-18 04:00:38.890814,,integrity
Principal Data Scientist,Wheels Up,Anywhere,via LinkedIn,2022-12-18 04:00:41.603054,,"r, sas, communication, python, machine learning, sql, flexibility"
Data Analyst (Mandarin Required) - DoD/DHS - (Hybrid Onsite/Remote),Talentify.io,Anywhere,via LinkedIn,2022-12-19 04:00:07.741251,,"java, excel, integrity, resilience"
"Analyst Data – New York, NY - Hybrid/Remote – Day",Talentify.io,Anywhere,via LinkedIn,2022-12-19 04:00:14.894872,,"excel, word, collaboration, flexibility, powerpoint"
Senior Data Analyst(REMOTE),Talentify.io,Anywhere,via LinkedIn,2022-12-20 04:00:22.400116,,"communication, sql, integrity"
Sr Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,2022-12-20 04:00:24.788729,,"communication, python, azure, power bi, tableau, sql, problem solving, flexibility"
Senior Sales Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,2022-12-20 04:00:33.132276,,"spark, excel"
Data Science Senior Analyst,Qcells North America,Anywhere,via LinkedIn,2022-12-20 04:00:47.064491,,"sas, python"
Data and Reporting Analyst (Remote),Talentify.io,Anywhere,via LinkedIn,2022-12-22 04:00:18.178754,,communication
Data Analyst Associate (Remote),Talentify.io,Anywhere,via LinkedIn,2022-12-23 04:00:11.004096,,"communication, problem solving"
Senior Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,2022-12-23 04:00:33.239794,,"communication, machine learning, word, sas, r, excel, sql, spss, matlab, collaboration, flexibility, powerpoint"
"Business Intelligence Analyst I, II, Senior - Remote",Talentify.io,Anywhere,via LinkedIn,2022-12-23 04:00:46.039110,,"r, python, tableau, qlik, sql, crystal, collaboration, decision making"
Senior Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,2022-12-25 04:00:09.830854,,"power bi, tableau, sql, ssis, alteryx, flexibility"
Data Analyst Manager - Virtual,Talentify.io,Anywhere,via LinkedIn,2022-12-25 04:00:09.830854,,"tableau, creativity, teamwork, sql, accountability, python"
Submission for the position: Supply Chain Data Analyst (remote) ...,Talentify.io,Anywhere,via LinkedIn,2022-12-25 04:00:11.277528,,"communication, teamwork, excel, problem solving"
Internship Data Analytics REMOTE,Emergent Holdings,Anywhere,via LinkedIn,2022-12-25 04:00:20.983222,,"communication, decision making"
"Lead, Data Analyst (Remote Opportunity)",Talentify.io,Anywhere,via LinkedIn,2022-12-27 04:00:08.271769,,"r, sas, communication, looker, python, tableau, sql, spss"
Data Analyst (Remote),Talentify.io,Anywhere,via LinkedIn,2022-12-27 04:00:08.271769,,"sas, sql, integrity, spss"
Healthcare Data Analyst III (Remote capable),Talentify.io,Anywhere,via LinkedIn,2022-12-27 04:00:15.470066,,"communication, sas, critical thinking, sql, integrity, decision making"
Data Analyst (Mandarin Required) - DoD/DHS - (Hybrid Onsite/Remote),Talentify.io,Anywhere,via LinkedIn,2022-12-27 04:00:19.727320,,"java, excel, integrity, resilience"
Data Analyst - HRP,HealthEdge,Anywhere,via LinkedIn,2022-12-31 04:00:23.028960,,"spark, go, sql, hadoop, python, git, nosql"
Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,2022-12-29 04:00:11.129962,,"sas, r, aws, sql, python, collaboration, flexibility"
"Quality Reporting Data Analyst, Remote",Talentify.io,Anywhere,via LinkedIn,2022-12-29 04:00:12.263846,,"communication, power bi, tableau, excel"
Data Analyst 2 - Remote,Talentify.io,Anywhere,via LinkedIn,2022-12-29 04:00:13.469817,,"communication, azure, power bi, problem solving, tableau, sql, python, collaboration, flexibility"
Submission for the position: Data Analyst - Marketing (REMOTE) ...,Talentify.io,Anywhere,via LinkedIn,2022-12-29 04:00:19.144415,,"sql, collaboration"
Lead Data Analyst [Remote],Talentify.io,Anywhere,via LinkedIn,2022-12-30 04:00:12.300432,,"aws, communication, python, machine learning, sql, creativity, redshift"
"Data Analyst, Client Facing Advisor - Boston, MA or Remote",Talentify.io,Anywhere,via LinkedIn,2022-12-30 04:00:15.678228,,"communication, sas, motivation, r, aws, sql, conflict resolution, python, collaboration, flexibility"
"Sr Data Analyst, Client Facing Advisor - Remote",Talentify.io,Anywhere,via LinkedIn,2022-12-30 04:00:20.442535,,"r, aws, sas, python, sql, flexibility"
Sr Provider Data Analyst - Market Cares - Remote,Talentify.io,Anywhere,via LinkedIn,2022-12-30 04:00:21.626702,,"time management, communication, excel, sharepoint, flexibility"
"Associate Data Analyst, Remote",Talentify.io,Anywhere,via LinkedIn,2022-12-31 04:00:10.836346,,"initiative, tableau, r, excel, powerpoint, sql, decision making, python"
*Remote* Clinical Data Analyst,Talentify.io,Anywhere,via LinkedIn,2022-12-31 04:00:14.510306,,"time management, communication, power bi, critical thinking, excel, sql"
Submission for the position: Information Protection Data Analyst ...,Talentify.io,Anywhere,via LinkedIn,2022-12-31 04:00:23.028960,,"python, powershell, postgres, sql, power bi"
Data Analyst Associate (Remote),Talentify.io,Anywhere,via LinkedIn,2023-01-01 04:00:11.178072,,"communication, problem solving"
*Remote* Clinical Data Analyst,Talentify.io,Anywhere,via LinkedIn,2023-01-01 04:00:15.474877,,"time management, communication, power bi, critical thinking, excel, sql"
Digital Marketing Data Analyst (Hybrid/Remote),Talentify.io,Anywhere,via LinkedIn,2023-01-01 04:00:16.800166,,"communication, power bi, excel, decision making, powerpoint"
Senior Data Analyst - Remote,Talentify.io,Anywhere,via LinkedIn,2023-01-01 04:00:18.031584,,"communication, machine learning, word, sas, r, excel, sql, spss, matlab, collaboration, flexibility, powerpoint"
